cc,uc,status,receiving,issue_type,message,exception_covered,expected,actual,url
Evergreen Valley College,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL C1000 (3.00)',), ('ENGL 001B (3.00)',), ('ENGL C1001 (3.00)',))","(('ENGL 001B (3.00)',), ('ENGL C1001 (3.00)',))",https://assist.org/transfer/results?year=76&institution=2&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F2%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Evergreen Valley College,University of California Los Angeles,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL 001B (3.00)',), ('ENGL C1001 (3.00)',), ('ENGR 050 (4.00)',))","(('ENGR 050 (4.00)',),)",https://assist.org/transfer/results?year=76&institution=2&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F2%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Feather River College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (3.00)',), ('ENGL 102 (3.00)', 'ENGL C1001 (3.00)'), ('PHYS 204 (4.00)', 'PHYS 206 (4.00)'))",https://assist.org/transfer/results?year=76&institution=122&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F122%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Feather River College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('PHYS 204 (4.00)', 'PHYS 206 (4.00)'), ('ENGL C1000 (3.00)',), ('ENGL 102 (3.00)',), ('ENGL C1001 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=122&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F122%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Feather River College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL 102 (3.00)',), ('ENGL C1001 (3.00)',), ('Not Articulated',))",https://assist.org/transfer/results?year=76&institution=122&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F122%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Feather River College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL 102 (3.00)',), ('ENGL C1001 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=122&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F122%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Feather River College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=122&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F122%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Folsom Lake College,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL C1000 (3.00)',), ('ENGL C1000H (3.00)',), ('ENGWR 301 (3.00)',), ('ENGWR 481 (3.00)',), ('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',))","(('ENGWR 301 (3.00)',), ('ENGWR 481 (3.00)',), ('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',))",https://assist.org/transfer/results?year=76&institution=145&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F145%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Foothill College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (5.00)', 'ENGL 1B (5.00)'), ('ENGL C1000H (5.00)', 'ENGL 1BH (5.00)'), ('ESLL 26 (5.00)', 'ENGL 1B (5.00)'), ('ESLL 26 (5.00)', 'ENGL 1BH (5.00)'), ('ENGL 1B (5.00)', 'ENGL C1001 (5.00)'), ('ENGL 1BH (5.00)', 'ENGL C1001H (5.00)'))",https://assist.org/transfer/results?year=76&institution=51&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F51%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Foothill College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (5.00)', 'ENGL 1B (5.00)'), ('ENGL C1000H (5.00)', 'ENGL 1BH (5.00)'), ('ESLL 26 (5.00)', 'ENGL 1B (5.00)'), ('ESLL 26 (5.00)', 'ENGL 1BH (5.00)'), ('ENGL 1B (5.00)', 'ENGL C1001 (5.00)'), ('ENGL 1BH (5.00)', 'ENGL C1001H (5.00)'))",,https://assist.org/transfer/results?year=76&institution=51&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F51%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Foothill College,University of California Davis,fail,MAT 021A,sending_options_mismatch,sending options differ,False,"(('MATH 1A (5.00)',), ('MATH 1AH (5.00)', 'MATH 1AHP (1.00)'))","(('MATH 1AH (5.00)', 'MATH 1AHP (1.00)'), ('MATH 1A (5.00)',))",https://assist.org/transfer/results?year=76&institution=51&agreement=89&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F51%2Fto%2F89%2FMajor%2F37adebfb-6deb-4e42-34ac-08ddb349963e
Foothill College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL 1B (5.00)',), ('ENGL 1BH (5.00)',), ('C S 2A (4.50)',), ('C S 2B (4.50)',))",https://assist.org/transfer/results?year=76&institution=51&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F51%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Foothill College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL 1B (5.00)',), ('ENGL 1BH (5.00)',), ('C S 2A (4.50)',), ('C S 2B (4.50)',))",,https://assist.org/transfer/results?year=76&institution=51&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F51%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Foothill College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=51&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F51%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Fresno City College,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL C1000 (4.00)',), ('ENGL C1000H (4.00)',), ('ENGL 1B (3.00)',), ('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',))","(('ENGL 1B (3.00)',), ('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',))",https://assist.org/transfer/results?year=76&institution=35&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F35%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Fresno City College,University of California Los Angeles,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL 1B (3.00)',), ('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',), ('CIT 66 (4.00)',), ('CSCI 40 (4.00)',))","(('CIT 66 (4.00)',), ('CSCI 40 (4.00)',))",https://assist.org/transfer/results?year=76&institution=35&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F35%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Fullerton College,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL C1000 (4.00)',), ('ENGL C1000H (4.00)',), ('ENGL C1000E (5.00)',), ('ENGL C1001 (4.00)',), ('ENGL C1001H (4.00)',))","(('ENGL C1001 (4.00)',), ('ENGL C1001H (4.00)',))",https://assist.org/transfer/results?year=76&institution=134&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F134%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Fullerton College,University of California Los Angeles,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL C1001 (4.00)',), ('ENGL C1001H (4.00)',), ('ENGL 104 F (4.00)',), ('PHIL 172 F (3.00)',), ('CSCI 123 F (4.00)',))","(('CSCI 123 F (4.00)',),)",https://assist.org/transfer/results?year=76&institution=134&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F134%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Gavilan College,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL C1000 (4.00)',), ('ENGL 1B (3.00)',))","(('ENGL 1B (3.00)',),)",https://assist.org/transfer/results?year=76&institution=72&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F72%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Gavilan College,University of California Los Angeles,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL 1B (3.00)',), ('ENGL c1001 (3.00)',), ('PHIL 4 (3.00)',), ('CSIS 45 (3.00)',), ('CSIS 46 (3.00)',))","(('CSIS 45 (3.00)',), ('CSIS 46 (3.00)',))",https://assist.org/transfer/results?year=76&institution=72&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F72%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Glendale Community College,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL C1000 (4.00)',), ('ENGL C1000E (4.50)',), ('ENGL C1000H (4.00)',), ('ENGL 102 (3.00)',), ('ENGL 102H (3.00)',), ('ENGL C1001 (3.00)',))","(('ENGL 102 (3.00)',), ('ENGL 102H (3.00)',), ('ENGL C1001 (3.00)',))",https://assist.org/transfer/results?year=76&institution=43&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F43%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Glendale Community College,University of California Los Angeles,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL 102 (3.00)',), ('ENGL 102H (3.00)',), ('ENGL C1001 (3.00)',), ('CS/IS 135 (3.00)',), ('CS/IS 137 (4.00)',))","(('CS/IS 135 (3.00)',), ('CS/IS 137 (4.00)',))",https://assist.org/transfer/results?year=76&institution=43&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F43%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Golden West College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (4.00)', 'ENGL C1000E (6.00)'), ('ENGL G110 (4.00)', 'PSYC G130 (3.00)'))",https://assist.org/transfer/results?year=76&institution=55&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F55%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Golden West College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (4.00)',), ('ENGL C1000E (6.00)',), ('ENGL G110 (4.00)',), ('PSYC G130 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=55&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F55%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Golden West College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL G110 (4.00)',), ('CS G175 (3.00)',))",https://assist.org/transfer/results?year=76&institution=55&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F55%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Golden West College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL G110 (4.00)',), ('CS G175 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=55&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F55%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Golden West College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=55&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F55%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Grossmont College,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('PHYC 203 (5.00)',), ('ENGL C1000 (3.00)',), ('ESL 122 (6.00)',), ('ENGL 122 (3.00)',), ('ENGL C1001 (3.00)',), ('PHYC 201 (5.00)',), ('PHYC 202 (5.00)',))","(('PHYC 202 (5.00)',),)",https://assist.org/transfer/results?year=76&institution=106&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F106%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Grossmont College,University of California Los Angeles,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL 122 (3.00)',), ('ENGL C1001 (3.00)',), ('CSIS 296 (4.00)',), ('CSIS 297 (4.00)',))","(('CSIS 296 (4.00)',), ('CSIS 297 (4.00)',))",https://assist.org/transfer/results?year=76&institution=106&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F106%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Hartnell College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (3.00)', 'ENGL C1000E (4.00)'), ('ENG 1B (3.00)', 'ENGL C1001 (3.00)'))",https://assist.org/transfer/results?year=76&institution=123&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F123%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Hartnell College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (3.00)',), ('ENGL C1000E (4.00)',), ('ENG 1B (3.00)',), ('ENGL C1001 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=123&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F123%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Hartnell College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENG 1B (3.00)',), ('ENGL C1001 (3.00)',), ('CSS 2A (4.00)',))",https://assist.org/transfer/results?year=76&institution=123&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F123%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Hartnell College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENG 1B (3.00)',), ('ENGL C1001 (3.00)',), ('CSS 2A (4.00)',))",,https://assist.org/transfer/results?year=76&institution=123&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F123%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Hartnell College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=123&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F123%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Imperial Valley College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL 105 (5.00)', 'ENGL C1000 (4.00)'), ('ENGL C1001 (3.00)',))",https://assist.org/transfer/results?year=76&institution=107&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F107%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Imperial Valley College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL 105 (5.00)',), ('ENGL C1000 (4.00)',), ('ENGL C1001 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=107&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F107%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Imperial Valley College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL 102 (3.00)',), ('ENGL C1001 (3.00)',), ('Not Articulated',))",https://assist.org/transfer/results?year=76&institution=107&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F107%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Imperial Valley College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL 102 (3.00)',), ('ENGL C1001 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=107&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F107%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Imperial Valley College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=107&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F107%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Irvine Valley College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (4.00)', 'ENGL C1000H (4.00)', 'ESL 1 (4.00)'), ('ENGL C1001 (4.00)', 'ENGL C1001H (4.00)', 'LIB 20 (3.00)', 'LIB 20H (3.00)'))",https://assist.org/transfer/results?year=76&institution=124&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F124%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Irvine Valley College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (4.00)',), ('ENGL C1000H (4.00)',), ('ESL 1 (4.00)',), ('ENGL C1001 (4.00)',), ('ENGL C1001H (4.00)',), ('LIB 20 (3.00)',), ('LIB 20H (3.00)',))",,https://assist.org/transfer/results?year=76&institution=124&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F124%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Irvine Valley College,University of California Irvine,fail,MATH 3A,flattened_or,sending options differ,False,"(('MATH 26 (4.00)',), ('MATH 26H (4.00)',))","(('MATH 26 (4.00)', 'MATH 26H (4.00)'),)",https://assist.org/transfer/results?year=76&institution=124&agreement=120&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F124%2Fto%2F120%2FMajor%2F7752acca-2b16-46d0-fb90-08dda2ee8889
